failure_number,role,fixture_id,variant_id,repeat_idx,status,failure_class,quality_score,zero_tolerance_failure_types,scenario_group,fixture_input,prompt,expected,failure_description,raw_output_path,parsed_output_path
249,source_takeaway_extractor,research_question_language_intelligence_001,punctuation,0,quality_fail,quality_failure,0.7,,research_question_language,I wonder what the relationship is between human intelligence and language Need to research this,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: research_question_language_intelligence_001__punctuation
Input:
I wonder what the relationship is between human intelligence and language Need to research this","{""decision"": ""commit_success"", ""memory_kinds_any"": [""research_question"", ""open_question""], ""must_include"": [""human intelligence"", ""language""]}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__research_question_language_intelligence_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__research_question_language_intelligence_001__punctuation__0.json
250,source_takeaway_extractor,memory_compiler_small_table,punctuation,0,quality_fail,quality_failure,0.7,,small_table_policy,"| Person | Preference |
| --- | --- |
| Sam | Bill Evans |
| Daniele | Knowledge graphs |","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: memory_compiler_small_table__punctuation
Input:
| Person | Preference |
| --- | --- |
| Sam | Bill Evans |
| Daniele | Knowledge graphs |","{""decision"": ""commit_success"", ""memory_kinds"": [""table_note""], ""must_include"": [""Bill Evans"", ""Knowledge graphs""], ""source_memory_split"": true}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__memory_compiler_small_table__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__memory_compiler_small_table__punctuation__0.json
251,source_takeaway_extractor,research_question_language_intelligence_001,context,0,quality_fail,quality_failure,0.7,,research_question_language,"For context, I wonder what the relationship is between human intelligence and language. Need to research this.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: research_question_language_intelligence_001__context
Input:
For context, I wonder what the relationship is between human intelligence and language. Need to research this.","{""decision"": ""commit_success"", ""memory_kinds_any"": [""research_question"", ""open_question""], ""must_include"": [""human intelligence"", ""language""]}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__research_question_language_intelligence_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__research_question_language_intelligence_001__context__0.json
252,source_takeaway_extractor,chat_conclusion_brain_architecture_001,base,0,quality_fail,quality_failure,0.7,,chat_conclusion_brain,"Conclusion from our chat: Brain should treat Cognee as a rebuildable semantic projection, while Brain DB remains the source of truth.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: chat_conclusion_brain_architecture_001
Input:
Conclusion from our chat: Brain should treat Cognee as a rebuildable semantic projection, while Brain DB remains the source of truth.","{""decision"": ""commit_success"", ""memory_kinds_any"": [""chat_conclusion"", ""decision"", ""project_state""], ""must_include"": [""Brain DB"", ""source of truth"", ""Cognee"", ""rebuildable""]}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__chat_conclusion_brain_architecture_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__chat_conclusion_brain_architecture_001__0.json
253,source_takeaway_extractor,chat_conclusion_brain_architecture_001,context,0,quality_fail,quality_failure,0.7,,chat_conclusion_brain,"For context, Conclusion from our chat: Brain should treat Cognee as a rebuildable semantic projection, while Brain DB remains the source of truth.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: chat_conclusion_brain_architecture_001__context
Input:
For context, Conclusion from our chat: Brain should treat Cognee as a rebuildable semantic projection, while Brain DB remains the source of truth.","{""decision"": ""commit_success"", ""memory_kinds_any"": [""chat_conclusion"", ""decision"", ""project_state""], ""must_include"": [""Brain DB"", ""source of truth"", ""Cognee"", ""rebuildable""]}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__chat_conclusion_brain_architecture_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__chat_conclusion_brain_architecture_001__context__0.json
254,source_takeaway_extractor,chat_conclusion_brain_architecture_001,punctuation,0,quality_fail,quality_failure,0.7,,chat_conclusion_brain,"Conclusion from our chat - Brain should treat Cognee as a rebuildable semantic projection, while Brain DB remains the source of truth","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: chat_conclusion_brain_architecture_001__punctuation
Input:
Conclusion from our chat - Brain should treat Cognee as a rebuildable semantic projection, while Brain DB remains the source of truth","{""decision"": ""commit_success"", ""memory_kinds_any"": [""chat_conclusion"", ""decision"", ""project_state""], ""must_include"": [""Brain DB"", ""source of truth"", ""Cognee"", ""rebuildable""]}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__chat_conclusion_brain_architecture_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__chat_conclusion_brain_architecture_001__punctuation__0.json
255,source_takeaway_extractor,article_url_ai_memory_001,base,0,zero_tolerance_fail,zero_tolerance_failure,0.5666666666666667,source_invention,article_source_grounding,Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: article_url_ai_memory_001
Role contract:
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds_any"": [""article_note"", ""key_takeaway"", ""source_summary""], ""must_include"": [""graph memory"", ""relationships"", ""provenance""], ""source_memory_split"": true}","Zero-tolerance failure: source_invention. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.33.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__article_url_ai_memory_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__article_url_ai_memory_001__0.json
256,source_takeaway_extractor,article_url_fetch_failure_001,base,0,zero_tolerance_fail,zero_tolerance_failure,0.5,source_invention,article_fetch_failure,Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: article_url_fetch_failure_001
Role contract:
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.","{""decision_any"": [""propose_repair"", ""commit_with_warning""], ""must_include_any"": [""fetch_error"", ""paste article"", ""URL-only""], ""must_not_include"": [""The article argues""], ""repair_terms"": [""paste"", ""URL-only"", ""cancel""]}","Zero-tolerance failure: source_invention. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__article_url_fetch_failure_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__article_url_fetch_failure_001__0.json
257,source_takeaway_extractor,article_url_ai_memory_001,punctuation,0,zero_tolerance_fail,zero_tolerance_failure,0.6333333333333333,source_invention,article_source_grounding,Remember this article - https -//examplecom/ai-memory why - useful for thinking about knowledge graph memory design Mock fetched article - Graph memory helps agents preserve relationships; provenance and update semantics are needed,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: article_url_ai_memory_001__punctuation
Role contract:
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article - https -//examplecom/ai-memory why - useful for thinking about knowledge graph memory design Mock fetched article - Graph memory helps agents preserve relationships; provenance and update semantics are needed","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds_any"": [""article_note"", ""key_takeaway"", ""source_summary""], ""must_include"": [""graph memory"", ""relationships"", ""provenance""], ""source_memory_split"": true}","Zero-tolerance failure: source_invention. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.67.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__article_url_ai_memory_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__article_url_ai_memory_001__punctuation__0.json
258,source_takeaway_extractor,article_url_fetch_failure_001,context,0,zero_tolerance_fail,zero_tolerance_failure,0.5,source_invention,article_fetch_failure,"For context, Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: article_url_fetch_failure_001__context
Role contract:
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
For context, Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.","{""decision_any"": [""propose_repair"", ""commit_with_warning""], ""must_include_any"": [""fetch_error"", ""paste article"", ""URL-only""], ""must_not_include"": [""The article argues""], ""repair_terms"": [""paste"", ""URL-only"", ""cancel""]}","Zero-tolerance failure: source_invention. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__article_url_fetch_failure_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__article_url_fetch_failure_001__context__0.json
259,source_takeaway_extractor,article_url_ai_memory_001,context,0,zero_tolerance_fail,zero_tolerance_failure,0.5,source_invention,article_source_grounding,"For context, Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: article_url_ai_memory_001__context
Role contract:
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
For context, Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds_any"": [""article_note"", ""key_takeaway"", ""source_summary""], ""must_include"": [""graph memory"", ""relationships"", ""provenance""], ""source_memory_split"": true}","Zero-tolerance failure: source_invention. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__article_url_ai_memory_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__article_url_ai_memory_001__context__0.json
260,source_takeaway_extractor,article_url_fetch_failure_001,punctuation,0,zero_tolerance_fail,zero_tolerance_failure,0.5,source_invention,article_fetch_failure,Remember this article - https -//examplecom/missing why - useful for memory architecture Mock fetch result - 404 network error,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: article_url_fetch_failure_001__punctuation
Role contract:
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article - https -//examplecom/missing why - useful for memory architecture Mock fetch result - 404 network error","{""decision_any"": [""propose_repair"", ""commit_with_warning""], ""must_include_any"": [""fetch_error"", ""paste article"", ""URL-only""], ""must_not_include"": [""The article argues""], ""repair_terms"": [""paste"", ""URL-only"", ""cancel""]}","Zero-tolerance failure: source_invention. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__article_url_fetch_failure_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__article_url_fetch_failure_001__punctuation__0.json
261,source_takeaway_extractor,long_markdown_chat_summary_001,base,0,quality_fail,quality_failure,0.8,,long_markdown_source_split,"# Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: long_markdown_chat_summary_001
Input:
# Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""decision"", ""open_question"", ""source_summary""], ""must_include"": [""Brain DB"", ""Cognee"", ""Slack"", ""Telegram""], ""source_memory_split"": true}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.33.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__long_markdown_chat_summary_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__long_markdown_chat_summary_001__0.json
262,source_takeaway_extractor,long_markdown_chat_summary_001,punctuation,0,quality_fail,quality_failure,0.6,,long_markdown_source_split,"# Chat Summary - Brain Architecture
Brain DB should be the source of truth Cognee should be a rebuildable semantic projection Slack should be a strict memory intake agent Open questions - Should Telegram be added later? Which model is cheapest while saturating performance?","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: long_markdown_chat_summary_001__punctuation
Input:
# Chat Summary - Brain Architecture
Brain DB should be the source of truth Cognee should be a rebuildable semantic projection Slack should be a strict memory intake agent Open questions - Should Telegram be added later? Which model is cheapest while saturating performance?","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""decision"", ""open_question"", ""source_summary""], ""must_include"": [""Brain DB"", ""Cognee"", ""Slack"", ""Telegram""], ""source_memory_split"": true}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.33, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__long_markdown_chat_summary_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__long_markdown_chat_summary_001__punctuation__0.json
263,source_takeaway_extractor,conversation_transcript_sam_001,base,0,quality_fail,quality_failure,0.7,,transcript_source_split,"Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: conversation_transcript_sam_001
Role contract:
- Zero tolerance: do not add unsupported details or attach ambiguous references to nearby topics unless the input explicitly links them.
Input:
Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_interaction"", ""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""Bill Evans"", ""early Coltrane"", ""article""], ""must_not_include"": [""hates Bill Evans""], ""source_memory_split"": true}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__conversation_transcript_sam_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__conversation_transcript_sam_001__0.json
264,source_takeaway_extractor,long_markdown_chat_summary_001,context,0,quality_fail,quality_failure,0.8,,long_markdown_source_split,"For context, # Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: long_markdown_chat_summary_001__context
Input:
For context, # Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""decision"", ""open_question"", ""source_summary""], ""must_include"": [""Brain DB"", ""Cognee"", ""Slack"", ""Telegram""], ""source_memory_split"": true}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.33.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__long_markdown_chat_summary_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__long_markdown_chat_summary_001__context__0.json
265,source_takeaway_extractor,conversation_transcript_sam_001,context,0,quality_fail,quality_failure,0.7,,transcript_source_split,"For context, Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: conversation_transcript_sam_001__context
Role contract:
- Zero tolerance: do not add unsupported details or attach ambiguous references to nearby topics unless the input explicitly links them.
Input:
For context, Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_interaction"", ""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""Bill Evans"", ""early Coltrane"", ""article""], ""must_not_include"": [""hates Bill Evans""], ""source_memory_split"": true}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__conversation_transcript_sam_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__conversation_transcript_sam_001__context__0.json
266,source_takeaway_extractor,email_source_meeting_followup_001,base,0,quality_fail,quality_failure,0.6,,email_source,"From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: email_source_meeting_followup_001
Role contract:
- Zero tolerance: do not expose raw private email addresses or raw source content unnecessarily.
Input:
From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""AI infra article""], ""must_not_include"": [""sam@example.com"", ""invented surname""]}","Required terms are missing from the response: AI infra article. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.50.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__email_source_meeting_followup_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__email_source_meeting_followup_001__0.json
267,source_takeaway_extractor,email_source_meeting_followup_001,context,0,quality_fail,quality_failure,0.6,,email_source,"For context, From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: email_source_meeting_followup_001__context
Role contract:
- Zero tolerance: do not expose raw private email addresses or raw source content unnecessarily.
Input:
For context, From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""AI infra article""], ""must_not_include"": [""sam@example.com"", ""invented surname""]}","Required terms are missing from the response: AI infra article. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.50.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__email_source_meeting_followup_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__email_source_meeting_followup_001__context__0.json
268,source_takeaway_extractor,email_source_meeting_followup_001,punctuation,0,quality_fail,quality_failure,0.6,,email_source,"From - sam@examplecom Subject - Follow up Great seeing you Yes, I joined Point72 last month Please send the AI infra article","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: email_source_meeting_followup_001__punctuation
Role contract:
- Zero tolerance: do not expose raw private email addresses or raw source content unnecessarily.
Input:
From - sam@examplecom Subject - Follow up Great seeing you Yes, I joined Point72 last month Please send the AI infra article","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""AI infra article""], ""must_not_include"": [""sam@example.com"", ""invented surname""]}","Required terms are missing from the response: AI infra article. Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.50.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__email_source_meeting_followup_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__email_source_meeting_followup_001__punctuation__0.json
269,source_takeaway_extractor,conversation_transcript_sam_001,punctuation,0,quality_fail,quality_failure,0.5,,transcript_source_split,"Daniele - Still at Goldman? Sam - No, I left Goldman last month and joined Point72 Daniele - Still listening to Bill Evans? Sam - Yes, but lately more early Coltrane Daniele - We should catch up about AI infra Sam - Definitely, send me that article","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: source_takeaway_extractor
Fixture ID: conversation_transcript_sam_001__punctuation
Role contract:
- Zero tolerance: do not add unsupported details or attach ambiguous references to nearby topics unless the input explicitly links them.
Input:
Daniele - Still at Goldman? Sam - No, I left Goldman last month and joined Point72 Daniele - Still listening to Bill Evans? Sam - Yes, but lately more early Coltrane Daniele - We should catch up about AI infra Sam - Definitely, send me that article","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_interaction"", ""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""Bill Evans"", ""early Coltrane"", ""article""], ""must_not_include"": [""hates Bill Evans""], ""source_memory_split"": true}","Lowest subscores: decision_correctness=0.00, memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__source_takeaway_extractor__conversation_transcript_sam_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__source_takeaway_extractor__conversation_transcript_sam_001__punctuation__0.json
